,Job Title,Company,Location,Salary,Search Term
2764,Director of <b>Data</b> Science &amp; Predictive Modeling,"
        Analytic Recruiting","New York, NY 10017 <span style=""font-size: smaller"">(Midtown area)</span>",NaN,New+York
2765,Market Research/ <b>Data</b> Analysis Intern - Summer,"
        The College Board","New York, NY",NaN,New+York
2766,Senior <b>Data</b> Engineer,"
        Foursquare","New York, NY",NaN,New+York
2767,"Neuroscientist, Center for Marketing Science Innovation","
        Facebook","New York, NY",NaN,New+York
2768,"Assistant Director, Center for K12 STEM Education","
        New York University","Brooklyn, NY 11206 <span style=""font-size: smaller"">(Williamsburg area)</span>",NaN,New+York
2769,Quantitative Analyst - Regulatory Model Design,"
        Societe Generale Corporate and Investment Banking","New York, NY 10005 <span style=""font-size: smaller"">(Financial District area)</span>",NaN,New+York
2770,<b>Data</b> <b>Scientist</b>,"
        Smith Hanley Associates","New York, NY","$90,000 a year",New+York
2771,Research Analyst,"
        Preqin","New York, NY",NaN,New+York
2772,Director of <b>Data</b> Science,"
        Dailymotion","New York, NY",NaN,New+York
2773,Sr. <b>Data</b> <b>Scientist</b>,"
    Sonsoft Inc","Newark, NJ",NaN,New+York
2774,<b>Data</b> Control Assistant,"
        Weill Cornell Medical College","New York, NY",NaN,New+York
2775,QUALITY IMPROVEMENT RESEARCH ANALYST,"
        Mount Sinai Health System","New York, NY 10029 <span style=""font-size: smaller"">(Yorkville area)</span>",NaN,New+York
2776,Global Client Lead,"
        Wunderman","New York, NY 10017 <span style=""font-size: smaller"">(Midtown area)</span>",NaN,New+York
2777,"2017 Analytics Summer Internship, Momentum","
    Worldgroup Careers","New York, NY",NaN,New+York
2778,Associate Research <b>Scientist</b>,"
        NYU School of Medicine","New York, NY",NaN,New+York
2779,Senior <b>Data</b> Engineer,"
        Foursquare","New York, NY",NaN,New+York
2780,Senior Statistical Programmer,"
    Whiz Finder Corporation","East Hanover, NJ","$105,000 - $125,000 a year",New+York
2781,<b>Data</b> <b>Scientist</b>,"
    HarperCollins Publishers Inc.","New York, NY",NaN,New+York
2782,<b>Data</b> <b>Scientist</b>,"
        MassMutual Financial Group","New York, NY 10261 <span style=""font-size: smaller"">(Murray Hill area)</span>",NaN,New+York
2783,Bioinformatics Analyst,"
        Weill Cornell Medical College","New York, NY",NaN,New+York
2784,Water Quality Analyst,"
    DEPT OF ENVIRONMENT PROTECTION","New York, NY","$70,286 - $88,213 a year",New+York
2785,"Director, Analytics &amp; Integration","
        NBCUniversal","New York, NY",NaN,New+York
2786,Rates Quantitative Analyst – Associate/VP,"
        Citi","New York, NY",NaN,New+York
2787,"Senior Software Engineer, Machine Learning","
        Flatiron Health","New York, NY",NaN,New+York
2788,<b>Data</b> Analytics Consultant,"
    Intelligent Capital Network","Jersey City, NJ",NaN,New+York
2789,Fund Research analyst,"
    Harrington Starr","New York, NY",NaN,New+York
2790,<b>Data</b> Analyst,"
        POLICE DEPARTMENT","New York, NY","$70,286 - $88,213 a year",New+York
2791,Quantitative Analyst - Regulatory Model Design,"
        Societe Generale Corporate and Investment Banking","New York, NY 10005 <span style=""font-size: smaller"">(Financial District area)</span>",NaN,New+York
2792,"Director, Analytics and Insights",NaN,"New York, NY",NaN,New+York
2793,<b>Data</b> Analyst (Statistical/Multivariate),"
        The Forum Group","New York, NY 10016 <span style=""font-size: smaller"">(Gramercy area)</span>",NaN,New+York
2794,Bioinformatician II,"
    Mount Sinai Genetic Testing Laboratory, Icahn Scho...","New York, NY",NaN,New+York
2795,Director of <b>Data</b> Science,"
        Dailymotion","New York, NY",NaN,New+York
2796,Research Operations Analyst,"
        RBC","New York, NY",NaN,New+York
2797,Research Analyst,"
        Goodwin Procter LLP","New York, NY 10018 <span style=""font-size: smaller"">(Clinton area)</span>",NaN,New+York
2798,Senior Project Manager,"
        HRA/DEPT OF SOCIAL SERVICES","Manhattan, NY","$78,630 - $94,500 a year",New+York
2799,Quantitative Analyst - Investment Analytics,"
        AIG","New York, NY",NaN,New+York
2800,Model Validation Quantitative Analyst - Equity,"
        Société Générale","New York, NY",NaN,New+York
2801,<b>Data</b> <b>Scientist</b>,"
        Smith Hanley Associates","New York, NY","$90,000 a year",New+York
2802,"City Research <b>Scientist</b>, Bureau of Food Safety and Community...","
        DEPT OF HEALTH/MENTAL HYGIENE","New York, NY",$32.68 - $35.95 an hour,New+York
2803,Market Research/ <b>Data</b> Analysis Intern - Summer,"
        The College Board","New York, NY",NaN,New+York
2804,Accenture Analytics-<b>Data</b> Science Consultant,"
        Accenture","New York, NY 10011 <span style=""font-size: smaller"">(Chelsea area)</span>",NaN,New+York
2805,<b>Scientist</b>-Instrumental &amp; Digital Evaluation,"
        L'Oreal USA","Clark, NJ 07066",NaN,New+York
2806,Product Manager - Analytics Services,"
        OnDeck","New York, NY",NaN,New+York
2807,Statistical Programmer/ Statistician Medical Affairs,"
        Aequor Technologies","Berkeley Heights, NJ 07922",$70 an hour,New+York
2808,Statistician,"
        Aequor Technologies","Berkeley Heights, NJ",NaN,New+York
2809,Brand Strategist,"
        BuzzFeed","New York, NY",NaN,New+York
2810,Senior UI Developer,"
        Merkle Inc.","New York, NY 10019 <span style=""font-size: smaller"">(Midtown area)</span>",NaN,New+York
2811,"Director, Analytics &amp; Integration","
        NBCUniversal","New York, NY",NaN,New+York
2812,Bioinformatics Analyst,"
        Weill Cornell Medical College","New York, NY",NaN,New+York
2813,Rates Quantitative Analyst – Associate/VP,"
        Citi","New York, NY",NaN,New+York
2814,Software Engineer - NYC or SF,"
        PlaceIQ","New York, NY",NaN,New+York
2815,"Principal <b>Scientist</b>, Oncology In Vivo Pharmacology","
        Pfizer","New York, NY 10017 <span style=""font-size: smaller"">(Midtown area)</span>",NaN,New+York
2816,"Senior Associate, Quantitative Analyst – Market Risk","
        Capital One","New York, NY",NaN,New+York
2817,Post Doctoral Research <b>Scientist</b>,"
        Columbia University","New York, NY",NaN,New+York
2818,"Analyst, Ad Sales Research","
        NBCUniversal","New York, NY",NaN,New+York
2819,Director-Sr Research Analyst,"
        Moody's Analytics","New York, NY",NaN,New+York
2820,<b>Data</b> <b>Scientists</b> &amp; Predictive Modeling Consultants,"
    Reperio Inc.","New York, NY 10285 <span style=""font-size: smaller"">(Battery Park area)</span>",NaN,New+York
