,Job Title,Company,Location,Salary,Search Term
1008,Medical Information Specialist / MIS / PharmD,"
    InVentiv Health Clinical","Raleigh, NC",NaN,Morrisville%2C+NC
1009,ToxCast Biologist/Toxicologist Research at EPA (2),"
        Oak Ridge Associated Universities","Research Triangle Park, NC",$20.65 an hour,Morrisville%2C+NC
1010,Statistical Programmer,"
    Wright Avenue Partners","Chapel Hill, NC",NaN,Morrisville%2C+NC
1011,Research Assistant - Lascelles Lab,"
        North Carolina State University","Raleigh, NC",NaN,Morrisville%2C+NC
1012,<b>Data</b> <b>Scientist</b> - Programmatic Advertising,"
        The McClatchy Company","Raleigh, NC",NaN,Morrisville%2C+NC
1013,Research Analyst,"
        Ipreo","Raleigh, NC 27601 <span style=""font-size: smaller"">(Central area)</span>",NaN,Morrisville%2C+NC
1014,EPA Human Resource Support Associate,"
        Oak Ridge Associated Universities","Research Triangle Park, NC",$20.65 an hour,Morrisville%2C+NC
1015,"Analyst, Prospect Research","
        University of North Carolina","Chapel Hill, NC 27517","$33,660 - $40,000 a year",Morrisville%2C+NC
1016,Traffic Engineer,"
        VHB","Raleigh, NC 27601 <span style=""font-size: smaller"">(Central area)</span>",NaN,Morrisville%2C+NC
1017,Database and UNIX Administrator Associate at EPA,"
        Oak Ridge Associated Universities","Raleigh-Durham, NC",$27.72 an hour,Morrisville%2C+NC
1018,"<b>Scientist</b>, Quality Control / Stability &amp; Microbiological Sup...","
        Pfizer Inc.","Chapel Hill, NC",NaN,Morrisville%2C+NC
1019,Software Development - Co-op,"
        Nokia","Raleigh, NC",NaN,Morrisville%2C+NC
1020,(Remote/WFH) Biostatistician/Statistician,"
        DOCS Global","Durham, NC 27701",NaN,Morrisville%2C+NC
1021,Postdoctoral Research Associate,"
        Duke University","Durham, NC",NaN,Morrisville%2C+NC
1022,"<b>Scientist</b>/Senior <b>Scientist</b>, Process Development","
        United Therapeutics","Research Triangle Park, NC",NaN,Morrisville%2C+NC
1023,Research <b>Scientist</b> - Cyber-Physical Security,"
        ABB","Raleigh, NC 27606 <span style=""font-size: smaller"">(West area)</span>",NaN,Morrisville%2C+NC
1024,Applications <b>Scientist</b> (Chicago),"
    Tecan Group","Durham, NC",NaN,Morrisville%2C+NC
1025,Post-doctoral Computational Biologist,"
        CHARLES RIVER LABORATORIES","Morrisville, NC",NaN,Morrisville%2C+NC
1026,"<b>Scientist</b>/Senior <b>Scientist</b>, Process Development","
        United Therapeutics","Research Triangle Park, NC",NaN,Morrisville%2C+NC
1027,Associate <b>Scientist</b> 3865,"
        Hunter International","Research Triangle Park, NC",$29 an hour,Morrisville%2C+NC
1028,Human Health Risk Assessment - Epidemiology,"
        Oak Ridge Associated Universities","Research Triangle Park, NC",NaN,Morrisville%2C+NC
1029,R&amp;D <b>Scientist</b>,"
    Precision BioSciences","Durham, NC",NaN,Morrisville%2C+NC
1030,<b>Scientist</b> II - Molecular Assay Integration,"
        Becton Dickinson &amp; Company","Durham, NC",NaN,Morrisville%2C+NC
1031,The Impact of Adverse Environmental Conditions on Health Car...,"
        Oak Ridge Associated Universities","Chapel Hill, NC",NaN,Morrisville%2C+NC
1032,"Director, Southeast Clean Energy","
        Environmental Defense Fund","Raleigh, NC",NaN,Morrisville%2C+NC
1033,SENIOR TOXICOLOGIST,"
    Integrated Laboratory Systems, Inc","Research Triangle Park, NC",NaN,Morrisville%2C+NC
1034,Feasibility Research Analyst II - Novella Clinical,"
        Novella Clinical","Raleigh, NC",NaN,Morrisville%2C+NC
1035,"Medical Information <b>Scientist</b>, PharmD","
        inVentiv Health Clinical","Durham, NC",NaN,Morrisville%2C+NC
1036,Senior Principal Statistical Programmer,"
        Covance","Raleigh-Durham, NC",NaN,Morrisville%2C+NC
1037,Associate <b>Scientist</b> (Molecular Biology),"
        Eclaro","Durham, NC 27709",NaN,Morrisville%2C+NC
1038,Computer vision / machine learning postdoc for breast cancer...,"
        Duke University and Duke University Health System","Durham, NC",NaN,Morrisville%2C+NC
1039,Safety Surveillance <b>Scientist</b>,"
        United Therapeutics","Research Triangle Park, NC",NaN,Morrisville%2C+NC
1040,Sr. Software Engineer (Machine Learning) [Full-time],"
    LexisNexis","Raleigh, NC",NaN,Morrisville%2C+NC
1041,Consultant - <b>Data</b> Science/<b>Scientist</b>,"
    IST","Raleigh, NC",NaN,Morrisville%2C+NC
1042,<b>Scientist</b> (<b>Data</b> Content/Analytics) [OSDCDL2017B],"
    OmicSoft/QIAGEN","Cary, NC",NaN,Morrisville%2C+NC
1043,"Research <b>Scientist</b>, Process Development","
    Precision BioSciences","Durham, NC",NaN,Morrisville%2C+NC
1044,Surveyor II,"
        WSP | Parsons Brinckerhoff","Raleigh, NC",NaN,Morrisville%2C+NC
1045,<b>Data</b> <b>Scientist</b> / Machine Learning,"
    ZP Group","Durham, NC","$105,000 - $130,000 a year",Morrisville%2C+NC
1046,Associate <b>Scientist</b> - Tissue Engineering,"
        United Therapeutics","Research Triangle Park, NC",NaN,Morrisville%2C+NC
1047,Formulations Chemist,"
    AgBiome","Durham, NC",NaN,Morrisville%2C+NC
1048,Research Technician,"
        University of North Carolina","Chapel Hill, NC 27517","$32,459 - $44,832 a year",Morrisville%2C+NC
1049,Informatics Manager,"
        UNC-Chapel Hill","Chapel Hill, NC",NaN,Morrisville%2C+NC
1050,"Associate Principal <b>Scientist</b>, Cell Culture/Fermentation Dev","
        FujiFilm Diosynth Biotechnologies","Durham, NC 27709",NaN,Morrisville%2C+NC
1051,Research <b>Scientist</b>-Center for Health Equity Research,"
        UNC-Chapel Hill","Chapel Hill, NC",NaN,Morrisville%2C+NC
1052,Senior/Principal SAS Programmer,"
    Epizyme","Research Triangle Park, NC",NaN,Morrisville%2C+NC
1053,Clinical Safety <b>Scientist</b>,"
    CTI Clinical Trial Services, Inc","Raleigh, NC 27615 <span style=""font-size: smaller"">(North area)</span>",NaN,Morrisville%2C+NC
1054,"Assistant <b>Scientist</b>, <b>Data</b> Curation","
        Metabolon","Research Triangle Park, NC",NaN,Morrisville%2C+NC
1055,Associate <b>Scientist</b> (R01) – Purification Process Development...,"
        Pfizer Inc.","Durham, NC",NaN,Morrisville%2C+NC
1056,Senior Water Resource Engineer,"
        VHB","Raleigh, NC 27601 <span style=""font-size: smaller"">(Central area)</span>",NaN,Morrisville%2C+NC
1057,"Senior Analyst, Market Research &amp; Competitive Intelligence S...","
    Arch Capital Group Ltd.","Raleigh, NC",NaN,Morrisville%2C+NC
1058,"<b>Scientist</b>, Genomic Assay Development","
        QuintilesIMS","Durham, NC",NaN,Morrisville%2C+NC
1059,Software Developer III,"
    Heron Systems Inc.","Apex, NC 27502",NaN,Morrisville%2C+NC
1060,Automotive Process Development Engineer,"
        Cree","Durham, NC",NaN,Morrisville%2C+NC
1061,"<b>Scientist</b>, Genomic Assay Development","
        Q2 Solutions","Durham, NC",NaN,Morrisville%2C+NC
1062,"Sr. Associate I/<b>Scientist</b> I, Commercial AT (Large Molecule)...","
        Biogen","Research Triangle Park, NC",NaN,Morrisville%2C+NC
1063,<b>Scientist</b>,"
        TalentBurst, Inc.","Research Triangle Park, NC 27709",NaN,Morrisville%2C+NC
1064,Social/Clinical Research Associate,"
        North Carolina State University","Raleigh, NC","$30,206 - $58,006 a year",Morrisville%2C+NC
1065,Adjunct Assistant Professor and Advisor,"
        North Carolina Central University","Durham, NC",NaN,Morrisville%2C+NC
1066,Remote Statistician,"
    SimulStat's client","Durham, NC 27709",NaN,Morrisville%2C+NC
1067,Research Technician_Dohlman Lab,"
        University of North Carolina","Chapel Hill, NC 27517","$31,392 - $44,832 a year",Morrisville%2C+NC
1068,Postdoctoral Research Associate,"
        UNC-Chapel Hill","Chapel Hill, NC",NaN,Morrisville%2C+NC
1069,Bioanalytical Project Manager,"
    BioAgilytix","Durham, NC 27713",NaN,Morrisville%2C+NC
1070,MARKET RESEARCH ANALYST - STRATEGIC PLANNING,"
        UNC Health Care","Chapel Hill, NC",NaN,Morrisville%2C+NC
1071,Accounting Technician,"
        University of North Carolina","Chapel Hill, NC 27517","$25,900 - $38,646 a year",Morrisville%2C+NC
1072,<b>Data</b> <b>Scientist</b>,"
    Automated Insights","Durham, NC 27701",NaN,Morrisville%2C+NC
1073,Survey Instrument Operator,"
        VHB","Raleigh, NC 27601 <span style=""font-size: smaller"">(Central area)</span>",NaN,Morrisville%2C+NC
1074,Technical Operations Manager,"
    NBI Resources","Raleigh, NC",NaN,Morrisville%2C+NC
1075,MARKET RESEARCH ANALYST - STRATEGIC PLANNING,"
        UNC Health Care","Chapel Hill, NC",NaN,Morrisville%2C+NC
1076,Remote Statistician,"
    SimulStat's client","Durham, NC 27709",NaN,Morrisville%2C+NC
1077,Commercial Study Director,"
        Metabolon","Research Triangle Park, NC",NaN,Morrisville%2C+NC
1078,"Associate <b>Scientist</b> I/II, Raw Material Analytical Characteri...","
        Biogen","Research Triangle Park, NC",NaN,Morrisville%2C+NC
1079,Downstream Process Development Associate,"
    ZP Group","Durham, NC 27703",NaN,Morrisville%2C+NC
1080,Technical Operations Manager,"
    NBI Resources","Raleigh, NC",NaN,Morrisville%2C+NC
1081,<b>Data</b> <b>Scientist</b>,"
        Metabolon","Research Triangle Park, NC",NaN,Morrisville%2C+NC
1082,Associate <b>Scientist</b> III,"
        Ascent Services Group","Research Triangle Park, NC 27709",NaN,Morrisville%2C+NC
1083,"Associate <b>Scientist</b> I/II, Raw Material Analytical Characteri...","
        Biogen","Research Triangle Park, NC",NaN,Morrisville%2C+NC
1084,Commercial Study Director,"
        Metabolon","Research Triangle Park, NC",NaN,Morrisville%2C+NC
1085,Project Research Analyst/ Administrative Manager - 17201833,"
        CTG","Durham, NC",NaN,Morrisville%2C+NC
1086,Research Technician_Calabrese Lab,"
        University of North Carolina","Chapel Hill, NC 27517","$31,492 - $44,832 a year",Morrisville%2C+NC
1087,"Analytical <b>Scientist</b> R&amp;D, Sr. Manager/Manager","
    Tergus Pharma","Durham, NC 27713",NaN,Morrisville%2C+NC
1088,Ecological Risk Assessment Postdoctoral Training Opportunity,"
        Oak Ridge Associated Universities","Research Triangle Park, NC",NaN,Morrisville%2C+NC
1089,Document Controls Administrator,"
        HDR","Raleigh, NC 27612 <span style=""font-size: smaller"">(Northwest area)</span>",NaN,Morrisville%2C+NC
1090,Formulations Chemist Grad Scholar,"
        Bayer","Raleigh, NC",NaN,Morrisville%2C+NC
1091,<b>Data</b> <b>Scientist</b>,"
    xometry","Durham, NC",NaN,Morrisville%2C+NC
1092,Associate <b>Scientist</b> III,"
        Real Staffing","Raleigh, NC",NaN,Morrisville%2C+NC
1093,"Senior Bioinformatics <b>Scientist</b>, Clinical Molecular Diagnost...","
    Genetron Health (Beijing) Co. Ltd","Durham, NC 27709",NaN,Morrisville%2C+NC
1094,Traffic Engineer Intern,"
        WSP | Parsons Brinckerhoff","Raleigh, NC",NaN,Morrisville%2C+NC
1095,Process Development Associate/Sr. Associate-Upstream (Temp t...,"
        KBI Biopharma","Durham, NC 27709",NaN,Morrisville%2C+NC
1096,Upstream Process Development Associate,"
    ZP Group","Raleigh, NC",NaN,Morrisville%2C+NC
1097,Civil Project Engineer - Aviation,"
    WK Dickson","Raleigh, NC",NaN,Morrisville%2C+NC
1098,<b>Data</b> <b>Scientist</b>,"
    Atlantic Talent Acquisition Consultants, Inc. (ATA...","Raleigh, NC",NaN,Morrisville%2C+NC
1099,"Medical Director, Global Drug Safety and Pharmacovigilance","
        United Therapeutics","Research Triangle Park, NC",NaN,Morrisville%2C+NC
1100,Associate <b>Scientist</b>,"
    S &amp; S Professional Services","Research Triangle Park, NC",$25 - $29 an hour,Morrisville%2C+NC
1101,LIMS Support and Development,"
        Pomeroy","Raleigh, NC",NaN,Morrisville%2C+NC
1102,Territory Manager Site Services - Southeast US,"
        VWR","Raleigh, NC",NaN,Morrisville%2C+NC
1103,Civil Project Engineer - Water/Wastewater,"
    WK Dickson","Raleigh, NC",NaN,Morrisville%2C+NC
1104,Clinical Site Development Manager,"
    Asterand Bioscience, Inc.","Durham, NC 27703",NaN,Morrisville%2C+NC
1105,Research <b>Scientist</b> - Modeling &amp; Simulation - HEOR,"
        Evidera","Raleigh-Durham, NC",NaN,Morrisville%2C+NC
1106,<b>Data</b> <b>Scientist</b> - Fundamental And Economic Analytics,"
    NJF Global Holdings","Raleigh, NC",NaN,Morrisville%2C+NC
1107,"<b>Scientist</b> II, Cell Culture Development","
        FujiFilm Diosynth Biotechnologies","Morrisville, NC 27560",NaN,Morrisville%2C+NC
1108,Fixed Networks Passive Optical LAN Engineer,"
        Nokia","Raleigh, NC",NaN,Morrisville%2C+NC
1109,Product Specialist Manager,"
        QuintilesIMS","Durham, NC",NaN,Morrisville%2C+NC
1110,PKPD <b>Data</b> Manager/SAS Programmer,"
    Certara","Raleigh, NC 27606 <span style=""font-size: smaller"">(West area)</span>",NaN,Morrisville%2C+NC
1111,Senior Clinical Research <b>Scientist</b> (Medical Writing),"
    Chimerix, Inc.","Durham, NC 27713",NaN,Morrisville%2C+NC
1112,"Associate Director, Inhalation Product Development","
        Pearl Therapeutics","Durham, NC 27703",NaN,Morrisville%2C+NC
1113,Survey Crew Chief,"
        VHB","Raleigh, NC 27601 <span style=""font-size: smaller"">(Central area)</span>",NaN,Morrisville%2C+NC
1114,Actuary or Insurance <b>Data</b> <b>Scientist</b> #74475,"
    Ezra Penland Actuarial Recruitment","Raleigh, NC",NaN,Morrisville%2C+NC
1115,"Chemist, Reviewer, Metrology","
        Quality Chemical Laboratories","Raleigh, NC 27601 <span style=""font-size: smaller"">(Central area)</span>",NaN,Morrisville%2C+NC
1116,Senior Clinical Research <b>Scientist</b> (Medical Writing),"
    Chimerix, Inc.","Durham, NC 27713",NaN,Morrisville%2C+NC
1117,Biosciences Account Manager - RTP / NC,"
        Thermo Fisher Scientific","Chapel Hill, NC 27515",NaN,Morrisville%2C+NC
1118,"<b>Scientist</b> II, Cell Culture/Fermentation Development","
        FujiFilm Diosynth Biotechnologies","Morrisville, NC 27560",NaN,Morrisville%2C+NC
1119,"<b>Scientist</b> II, Cell Culture Development","
        FujiFilm Diosynth Biotechnologies","Morrisville, NC 27560",NaN,Morrisville%2C+NC
1120,"<b>Data</b> Engineer, SocialVR","
        Facebook","Menlo Park, CA",NaN,Palo+Alto%2C+CA
1121,<b>Data</b> <b>Scientist</b>,"
    Keyo","Palo Alto, CA","$120,000 - $200,000 a year",Palo+Alto%2C+CA
1122,"Research <b>Scientist</b>, Machine Learning","
    Human Longevity","Mountain View, CA",NaN,Palo+Alto%2C+CA
1123,Associate/<b>Scientist</b>,"
        Exponent","Menlo Park, CA 94025",NaN,Palo+Alto%2C+CA
1124,Automated Driving Research <b>Scientist</b> – Machine Learning,"
        Ford Motor Company","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1125,Machine Learning Engineer,"
    Percolata Corporation","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1126,"Intern, Machine Learning","
    Human Longevity","Mountain View, CA",NaN,Palo+Alto%2C+CA
1127,<b>Data</b> Analyst - Food,"
        Stanford University","Stanford, CA 94305",NaN,Palo+Alto%2C+CA
1128,Research <b>Data</b> Analyst,"
        Stanford University","Stanford, CA 94305",NaN,Palo+Alto%2C+CA
1129,<b>Data</b> Analyst/<b>Scientist</b> IV - (B4),"
        Applied Materials Inc.","Santa Clara, CA",NaN,Palo+Alto%2C+CA
1130,Machine Learning Engineer,"
    Diffbot","Mountain View, CA",NaN,Palo+Alto%2C+CA
1131,<b>Data</b> Science Engineer - Performance Advertising,"
        A9.com","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1132,Research <b>Scientist</b>,"
    Toyota Research Institute","Los Altos, CA",NaN,Palo+Alto%2C+CA
1133,<b>Data</b> Science: Mapping Tools,"
        Uber","Palo Alto, CA 94304",NaN,Palo+Alto%2C+CA
1134,Sr. <b>Data</b> <b>Scientist</b>,"
    Egnyte, Inc.","Mountain View, CA 94043",NaN,Palo+Alto%2C+CA
1135,<b>Data</b> Science/EngineerDrones,"
        Intel","Santa Clara, CA 95052",NaN,Palo+Alto%2C+CA
1136,Machine Learning Engineer,"
    Liftoff","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1137,Associate <b>Data</b> <b>Scientist</b>,"
        Yodlee","Redwood City, CA 94065",NaN,Palo+Alto%2C+CA
1138,<b>Data</b> <b>Scientist</b> Lead Analyst,"
        VMware","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1139,Sr. <b>Data</b> <b>Scientist</b> - Device Insights,"
        Samsung Electronics America","Mountain View, CA",NaN,Palo+Alto%2C+CA
1140,<b>Data</b> Analyst,"
        GSN Games","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1141,"Senior <b>Data</b> <b>Scientist</b>, (SaaS)","
    LogMeIn, Inc.","Mountain View, CA 94035",NaN,Palo+Alto%2C+CA
1142,<b>Data</b> <b>Scientist</b>,"
        Jobspring Partners","Palo Alto, CA 94303 <span style=""font-size: smaller"">(Duveneck-Saint Francis area)</span>","$175,000 a year",Palo+Alto%2C+CA
1143,<b>Scientist</b>,"
        Exponent","Menlo Park, CA 94025",NaN,Palo+Alto%2C+CA
1144,Associate Bioinformatics <b>Scientist</b>,"
        Illumina, Inc.","Redwood City, CA",NaN,Palo+Alto%2C+CA
1145,Research <b>Scientist</b> (Machine Learning),"
        NVIDIA","Santa Clara, CA",NaN,Palo+Alto%2C+CA
1146,"Senior <b>Data</b> <b>Scientist</b>, Risk Management","
        Bill.com","Palo Alto, CA 94303 <span style=""font-size: smaller"">(Duveneck-Saint Francis area)</span>",NaN,Palo+Alto%2C+CA
1147,Sr. Machine Learning <b>Data</b> <b>Scientist</b> (Pricing Tools),"
        Coupang","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1148,"Decision <b>Scientist</b>, Marketing Infrastructure","
        Facebook","Menlo Park, CA",NaN,Palo+Alto%2C+CA
1149,Head of <b>Data</b>,"
        Atlassian","Mountain View, CA",NaN,Palo+Alto%2C+CA
1150,Big <b>Data</b> Technical Intern I,"
        AT&amp;T","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1151,<b>Data</b> Engineer Growth,"
        HealthTap","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1152,Research <b>Scientist</b> - Machine Learning,"
    Baidu USA","Sunnyvale, CA 94089",NaN,Palo+Alto%2C+CA
1153,<b>Data</b> Insights Analyst II,"
        Yahoo! Inc.","Sunnyvale, CA",NaN,Palo+Alto%2C+CA
1154,Python / Machine Learning Engineer,"
        Adobe","San Jose, CA",NaN,Palo+Alto%2C+CA
1155,Legal <b>Data</b> Science Intern,"
        LexisNexis","Menlo Park, CA",NaN,Palo+Alto%2C+CA
1156,Senior Analyst,"
    Quantifind","Menlo Park, CA",NaN,Palo+Alto%2C+CA
1157,Statistician / Biostatistician,"
    23andMe, Inc.","Mountain View, CA 94041",NaN,Palo+Alto%2C+CA
1158,"Project Manager, <b>Data</b> Science","
    MachineZone","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1159,Machine Learning <b>Scientist</b> at a hot AI startup,"
    Neva.ai","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1160,<b>Data</b> and Policy Analyst - Statistical Programmer,"
        Acumen LLC","Burlingame, CA 94010",NaN,Palo+Alto%2C+CA
1161,Large Scale Parallel Machine Learning Platform (Internship),"
    Tencent America LLC","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1162,Sr. Research <b>Scientist</b>,"
        Visa","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1163,Python / Machine Learning Engineer,"
        Adobe","San Jose, CA",NaN,Palo+Alto%2C+CA
1164,Basic Life Science Research <b>Scientist</b>,"
        Stanford University","Stanford, CA 94305",NaN,Palo+Alto%2C+CA
1165,Sr. <b>Data</b> <b>Scientist</b>,"
        YuMe","Redwood City, CA 94063",NaN,Palo+Alto%2C+CA
1166,Artificial Intelligence / Machine Learning Performance Engin...,"
        Mellanox Technologies","Sunnyvale, CA",NaN,Palo+Alto%2C+CA
1167,"Project Manager, <b>Data</b> Science","
    MachineZone","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1168,<b>Data</b> <b>Scientist</b>,"
    ITStaff Technical Resources","Santa Clara, CA","$85,000 - $120,000 a year",Palo+Alto%2C+CA
1169,Research Analyst,"
    MachineZone","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1170,Research <b>Scientist</b>,"
        Amazon Corporate LLC","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1171,Sr. Research <b>Scientist</b>,"
        Visa","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1172,Head of <b>Data</b> Science,"
    Color Genomics","Burlingame, CA",NaN,Palo+Alto%2C+CA
1173,Senior Machine Learning <b>Scientist</b>,"
    GenapSys, Inc.","Redwood City, CA",NaN,Palo+Alto%2C+CA
1174,Sr. <b>Data</b> <b>Scientist</b>,"
    Sigmaways","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1175,Applied <b>Scientist</b> II,"
        Microsoft","Sunnyvale, CA",NaN,Palo+Alto%2C+CA
1176,"Vice President, <b>Data</b>","
        SurveyMonkey","San Mateo, CA",NaN,Palo+Alto%2C+CA
1177,Quantitative Analyst,"
        Houzz","Palo Alto, CA 94301 <span style=""font-size: smaller"">(Professorville area)</span>",NaN,Palo+Alto%2C+CA
1178,Senior Engineer: System &amp; <b>Data</b> Management,"
    Primary <b>Data</b>","Los Altos, CA 94022",NaN,Palo+Alto%2C+CA
1179,Intern - Research,"
        Pharmacyclics, LLC","Sunnyvale, CA",NaN,Palo+Alto%2C+CA
1180,Sr. Principal <b>Data</b> <b>Scientist</b> (Experimentation Platform),"
        Coupang","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1181,Principal Research <b>Scientist</b>,"
        Visa","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1182,"Front-end Developer, SAP <b>Data</b> Business","
        SAP","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1183,"Senior <b>Scientist</b> III, Pre-Clinical Safety","
    EPM Scientific","Redwood City, CA","$140,000 a year",Palo+Alto%2C+CA
1184,"Research <b>Scientist</b>, PhD University Grad (Machine Learning)","
        Facebook","Menlo Park, CA",NaN,Palo+Alto%2C+CA
1185,"Applied Research <b>Scientist</b>, Core Machine Learning","
        Facebook","Menlo Park, CA",NaN,Palo+Alto%2C+CA
1186,R&amp; D Intern (Machine Learning for Verification),"
        Synopsys","Mountain View, CA 94043",NaN,Palo+Alto%2C+CA
1187,<b>Data</b> Engineer,"
    Noodle.ai","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1188,Biopharma/Science Writer (Research Analyst),"
    BioCentury Publications","Redwood City, CA",NaN,Palo+Alto%2C+CA
1189,"Principal Software Engineer, <b>Data</b> Science","
    MatchPointe Group","Santa Clara, CA","$100,000 - $150,000 a year",Palo+Alto%2C+CA
1190,Senior <b>Data</b> Visualization Engineer,"
        SAP","Palo Alto, CA 94304",NaN,Palo+Alto%2C+CA
1191,Machine Learning- Engineer_er,"
        GlobalLogic, Inc.","Santa Clara, CA",NaN,Palo+Alto%2C+CA
1192,<b>Scientist</b> Imaging (Digital Pathology),"
        Roche","Mountain View, CA",NaN,Palo+Alto%2C+CA
1193,<b>Data</b> Engineer,"
    Noodle.ai","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1194,"Applied Research <b>Scientist</b>, Core Machine Learning","
        Facebook","Menlo Park, CA",NaN,Palo+Alto%2C+CA
1195,Principal <b>Data</b> <b>Scientist</b>,"
        SAP","Palo Alto, CA 94304",NaN,Palo+Alto%2C+CA
1196,"Lead <b>Data</b> <b>Scientist</b>, <b>Data</b> Center","
        Facebook","Menlo Park, CA",NaN,Palo+Alto%2C+CA
1197,Senior <b>Data</b> Engineer,"
        Intuit","Mountain View, CA 94039",NaN,Palo+Alto%2C+CA
1198,R&amp; D Intern (Machine Learning for Verification),"
        Synopsys","Mountain View, CA 94043",NaN,Palo+Alto%2C+CA
1199,Lead Software Developer - <b>Data</b>,"
    Udacity, Inc.","Mountain View, CA 94040",NaN,Palo+Alto%2C+CA
1200,Machine Learning- Engineer_er,"
        GlobalLogic, Inc.","Santa Clara, CA",NaN,Palo+Alto%2C+CA
1201,Senior <b>Data</b> Engineer,"
        Intuit","Mountain View, CA 94039",NaN,Palo+Alto%2C+CA
1202,Senior Research <b>Scientist</b>,"
    MachineZone","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1203,"Lead <b>Data</b> <b>Scientist</b>, <b>Data</b> Center","
        Facebook","Menlo Park, CA",NaN,Palo+Alto%2C+CA
1204,Sr <b>Data</b> <b>Scientist</b>,"
        Tesla Motors","Fremont, CA 94538 <span style=""font-size: smaller"">(Irvington area)</span>",NaN,Palo+Alto%2C+CA
1205,Machine Learning Model Interpretability,"
        Bosch Group","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1206,Machine Learning <b>Scientist</b> Intern - 3D Printing,"
        HP","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1207,"Technical Sourcer, Machine Learning","
        Facebook","Menlo Park, CA",NaN,Palo+Alto%2C+CA
1208,<b>Data</b> Sciences Engineer - Sponsored Products,"
        A9.com","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1209,Machine Learning Engineer,"
    Nauto","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1210,Senior Machine Learning Engineer,"
        Oracle","Redwood City, CA",NaN,Palo+Alto%2C+CA
1211,Sr <b>Data</b> <b>Scientist</b>,"
        Tesla Motors","Fremont, CA 94538 <span style=""font-size: smaller"">(Irvington area)</span>",NaN,Palo+Alto%2C+CA
1212,Research <b>Scientist</b>,"
        Yahoo! Inc.","Sunnyvale, CA",NaN,Palo+Alto%2C+CA
1213,<b>Data</b> Engineer - contract,"
    Vertisystem","Menlo Park, CA",NaN,Palo+Alto%2C+CA
1214,<b>Data</b> Engineer,"
        Glu Mobile","Burlingame, CA",NaN,Palo+Alto%2C+CA
1215,"Instagram - Software Engineer, Machine Learning Menlo Park","
        Facebook","Menlo Park, CA",NaN,Palo+Alto%2C+CA
1216,"R&amp;D Engineer, Sr I","
        Synopsys","Mountain View, CA 94043",NaN,Palo+Alto%2C+CA
1217,"Lead Computer <b>Scientist</b>, Search","
        Adobe","San Jose, CA",NaN,Palo+Alto%2C+CA
1218,Staff <b>Data</b> Engineer,"
        Intuit","Mountain View, CA 94039",NaN,Palo+Alto%2C+CA
1219,"Senior <b>Data</b> Engineer, Einstein","
        Salesforce","Palo Alto, CA 94301 <span style=""font-size: smaller"">(Professorville area)</span>",NaN,Palo+Alto%2C+CA
1220,Cryo-Electron Microscopy <b>Scientist</b> (Science and Engineering...,"
        Stanford University","Stanford, CA 94305",NaN,Palo+Alto%2C+CA
1221,<b>Data</b> Engineer,"
        Coupang","Palo Alto, CA",NaN,Palo+Alto%2C+CA
1222,Technical Leader –Big <b>Data</b> Analytics 1203836,"
        Cisco Systems","Milpitas, CA 95035",NaN,Palo+Alto%2C+CA
1223,Operations Research <b>Scientist</b>,"
        Facebook","Menlo Park, CA",NaN,Palo+Alto%2C+CA
1224,<b>Scientist</b>,"
        Universities Space Research Association","Mountain View, CA",NaN,Palo+Alto%2C+CA
1225,Research <b>Scientist</b> (TEMP),"
    Adverum Biotechnologies","Menlo Park, CA",NaN,Palo+Alto%2C+CA
1226,SQL <b>Data</b> Analyst - contract,"
    Vertisystem","Menlo Park, CA",NaN,Palo+Alto%2C+CA
1227,Software Engineer - Machine Learning,"
        SurveyMonkey","San Mateo, CA",NaN,Palo+Alto%2C+CA
1228,Applied <b>Scientist</b>,"
    A2Z Development Center, Inc.","Sunnyvale, CA",NaN,Palo+Alto%2C+CA
