,Job Title,Company,Location,Salary,Search Term
248,Research <b>Scientist</b>,"
        Seattle Children's Hospital","Seattle, WA 98101 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Seattle
249,<b>Data</b> Science – Machine Turing,"
    Nityo Infotech Services Pvt. Ltd.","Redmond, WA",NaN,Seattle
250,Sr. <b>Data</b> <b>Scientist</b> (Marketing),"
        Coupang","Seattle, WA",NaN,Seattle
251,Senior <b>Data</b> Engineer,"
        Zillow","Seattle, WA 98101 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Seattle
252,Senior <b>Data</b> <b>Scientist</b>,"
        Civitas Learning","Austin, TX 78703",NaN,Austin
253,Engineering <b>Scientist</b> - R and D Acoustics Engineering Scient...,"
        University of Texas at Austin","Austin, TX","$6,250 - $10,833 a month",Austin
254,Machine Learning and Computational Engineering Researcher,"
        ARM","Austin, TX",NaN,Austin
255,Research Engineering/ <b>Scientist</b> Associate III (Exempt),"
        University of Texas at Austin","Austin, TX","$4,166 a month",Austin
256,<b>Data</b> Architect – London based,"
        Zilliant","Austin, TX 78704 <span style=""font-size: smaller"">(South Lamar-South Congress area)</span>",NaN,Austin
257,<b>Data</b> Architect,"
        CCC Information Services Inc.","Austin, TX",NaN,Austin
258,Senior Research <b>Scientist</b> (Principal Investigator level),"
    Gibson - An Education Consulting &amp; Research Group","Austin, TX 78746","$110,000 - $150,000 a year",Austin
259,Machine Learning Software Engineer,"
    Graftek Imaging","Austin, TX 78757 <span style=""font-size: smaller"">(Crestview area)</span>",NaN,Austin
260,Principal Financial Analyst - Programming &amp; <b>Data</b> Analysis,"
        RetailMeNot, Inc.","Austin, TX",NaN,Austin
261,Research Analyst - Media,"
        Spectrum","Austin, TX",NaN,Austin
262,"Developer/Analyst I, Computational Biology","
        Asuragen","Austin, TX",NaN,Austin
263,Associate Research <b>Scientist</b>,"
        Pearson","Austin, TX",NaN,Austin
264,Business Analytics Developer,"
        Dell","Austin, TX 73301 <span style=""font-size: smaller"">(St Edwards area)</span>",NaN,Austin
265,<b>Data</b> Engineer,"
        General Electric","Austin, TX 73344",NaN,Austin
266,Chief <b>Data</b> Architect,"
    Unizin","Austin, TX 78701 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Austin
267,Senior <b>Data</b> <b>Scientist</b>,"
    Tiger Analytics","Austin, TX",NaN,Austin
268,Statistical Programmer,"
    ResearchPoint Global","Austin, TX 78735",NaN,Austin
269,Research Engineering/ <b>Scientist</b> Assistant,"
        University of Texas at Austin","Austin, TX","$2,813 a month",Austin
270,Machine Learning Systems Intern,"
        Intel","Hillsboro, OR 97124",NaN,Portland
271,Statistician - Research,"
    Portland VA Research Foundation","Portland, OR",NaN,Portland
272,Statistician,"
        Intel","Hillsboro, OR 97124",NaN,Portland
273,Part-Time <b>Data</b> Labeler I or II (DOE),"
        Cambia Health","Portland, OR",NaN,Portland
274,<b>DATA</b> ENGINEER / <b>DATA</b> <b>SCIENTIST</b>,"
        HP","Vancouver, WA",NaN,Portland
275,2017 Research <b>Scientist</b>,"
        Intel","Hillsboro, OR 97124",NaN,Portland
276,Vice President of <b>Data</b> Science/Machine Learning,"
        SureID","Hillsboro, OR",NaN,Portland
277,Principal <b>Data</b> Architect,"
        FamilyCare Health","Portland, OR",NaN,Portland
278,AQS Machine Learning Intern,"
        Intel","Hillsboro, OR 97124",NaN,Portland
279,Research <b>Scientist</b> Internship,"
        Intel","Hillsboro, OR 97124",NaN,Portland
280,AQS Machine Learning Intern,"
        Intel","Hillsboro, OR 97124",NaN,Portland
281,Traditional Markets Research Analyst,"
        BMO Financial Group","Portland, OR",NaN,Portland
282,Physicist/<b>Scientist</b> V - (E5),"
        Applied Materials Inc.","Hillsboro, OR 97124",NaN,Portland
283,Professional Wetland <b>Scientist</b>,"
    Hart Crowser, Inc.","Portland, OR 97239 <span style=""font-size: smaller"">(Homestead area)</span>",NaN,Portland
284,"Market Research, Sr. Analyst","
        NIKE INC","Portland, OR",NaN,Portland
285,<b>Data</b> Sciences Manager,"
        TransCore","Beaverton, OR",NaN,Portland
286,<b>Data</b> <b>Scientist</b>,"
        Intel","Hillsboro, OR 97124",NaN,Portland
287,"<b>Scientist</b> II, Fermentation","
    AbSci","Portland, OR 97239 <span style=""font-size: smaller"">(Homestead area)</span>",NaN,Portland
288,<b>Data</b> <b>Scientist</b> / Digital Analyst,"
        NPR","Washington, DC",NaN,Washington%2C+DC
289,<b>Data</b> Subject Matter Expert,"
    Axiologic Solutions","Washington, DC",NaN,Washington%2C+DC
290,<b>Data</b> Science Professional,"
        Freddie Mac","McLean, VA 22102",NaN,Washington%2C+DC
291,<b>Data</b> Science Evangelist,"
    DataRobot","Washington, DC",NaN,Washington%2C+DC
292,SAS Statistician/Research Analyst,"
    Associated Veterans, LLC","Washington, DC 20210 <span style=""font-size: smaller"">(Capitol Hill area)</span>",NaN,Washington%2C+DC
293,<b>Data</b> <b>Scientist</b> / Analyst,"
        Booz Allen Hamilton","Washington, DC",NaN,Washington%2C+DC
294,Statistician - Administration,"
        George Washington Medical Faculty Associates","Washington, DC",NaN,Washington%2C+DC
295,Lead <b>Data</b> Analyst,"
    Plus3 IT Systems","Washington, DC",NaN,Washington%2C+DC
296,<b>Data</b> <b>Scientist</b>,"
        Central Intelligence Agency","Washington, DC","$62,338 - $119,794 a year",Washington%2C+DC
297,Part Time <b>Data</b> Science Instructor,"
        General Assembly","Washington, DC",NaN,Washington%2C+DC
298,Junior <b>Data</b> <b>Scientist</b>,"
    BitVoyant","Rosslyn, VA",NaN,Washington%2C+DC
299,<b>Data</b> <b>Scientist</b>,"
        Workbridge Associates","Washington, DC","$100,000 - $150,000 a year",Washington%2C+DC
300,Cleared Jr. <b>Data</b> <b>Scientist</b>,"
    RedJack, LLC","Silver Spring, MD 20910",NaN,Washington%2C+DC
301,Research Analyst,"
    Streetsense","Bethesda, MD",NaN,Washington%2C+DC
302,Statistical Regression Analyst,"
        Technology Service Corporation","Arlington, VA 22202 <span style=""font-size: smaller"">(Aurora Highlands area)</span>",NaN,Washington%2C+DC
303,Research <b>Scientist</b>,"
        Child Trends","Bethesda, MD 20814",NaN,Washington%2C+DC
304,Research Analyst,"
        University of Maryland","College Park, MD",NaN,Washington%2C+DC
305,Machine Learning - R&amp;D TS Clearance,"
    Barone Consulting","Arlington, VA",NaN,Washington%2C+DC
